Time(s),X,Y,
2.1986e-05,0,0,
0.00194848,0,0,
0.0099388,0,0,
0.0182677,0,0,
0.0266431,0,0,
0.0350031,0,0,
0.0433389,0,0,
0.0516712,0,0,
0.0599966,0,0,
0.0683661,0,0,
0.0766532,0,0,
0.0850003,0,0,
0.0933489,0,0,
0.101667,0,0,
0.110012,0,0,
0.118344,0,0,
0.126663,0,0,
0.135003,0,0,
0.143358,0,0,
0.151674,0,0,
0.160006,0,0,
0.168361,0,0,
0.176658,0,0,
0.185,0,0,
0.193346,0,0,
0.201675,0,0,
0.209999,0,0,
0.218355,0,0,
0.226658,0,0,
0.234958,0,0,
0.24329,0,0,
0.251621,0,0,
0.259957,0,0,
0.268301,0,0,
0.276658,0,0,
0.285013,0,0,
0.293364,0,0,
0.301696,0,0,
0.310011,0,0,
0.318363,0,0,
0.326691,0,0,
0.335037,0,0,
0.343377,0,0,
0.351671,0,0,
0.36003,6.30833,5.45,
0.368352,6.30833,5.45,
0.3767,6.30833,5.45,
0.385039,6.30833,5.45,
0.39337,6.30833,5.45,
0.401706,6.30833,5.45,
0.410024,6.30833,5.45,
0.418388,6.30833,5.45,
0.426746,6.30833,5.45,
0.435049,6.30833,5.45,
0.443416,6.30833,5.45,
0.451691,6.30833,5.45,
0.460032,6.30833,5.45,
0.46839,6.30833,5.45,
0.476701,6.30833,5.45,
0.485034,6.30833,5.45,
0.495643,6.30833,5.45,
0.501707,6.30833,5.45,
0.510036,6.30833,5.45,
0.518438,6.30833,5.45,
0.526718,6.30833,5.45,
0.53508,6.30833,5.45,
0.543423,6.30833,5.45,
0.551728,6.30833,5.45,
0.560054,6.30833,5.45,
0.568451,6.30833,5.45,
0.576742,6.30833,5.45,
0.585057,6.30833,5.45,
0.593397,6.30833,5.45,
0.601743,6.30833,5.45,
0.610058,6.30833,5.45,
0.6184,6.30833,5.45,
0.626767,6.30833,5.45,
0.635076,6.30833,5.45,
0.643437,6.30833,5.45,
0.651777,6.30833,5.45,
0.660079,6.30833,5.45,
0.668434,6.30833,5.45,
0.67674,6.30833,5.45,
0.685084,6.30833,5.45,
0.693418,6.30833,5.45,
0.701762,6.30833,5.45,
0.710096,6.30833,5.45,
0.718431,6.30833,5.45,
0.726801,6.30833,5.45,
0.735091,6.30833,5.45,
0.743424,6.30833,5.45,
0.751748,6.30833,5.45,
0.760079,6.30833,5.45,
0.768428,6.30833,5.45,
0.776752,6.30833,5.45,
0.785097,6.30833,5.45,
0.793438,6.30833,5.45,
0.80177,6.30833,5.45,
0.810134,6.30833,5.45,
0.818427,6.30833,5.45,
0.82679,6.30833,5.45,
0.835103,6.30833,5.45,
0.843466,6.30833,5.45,
0.851763,6.30833,5.45,
0.860098,6.30833,5.45,
0.868442,6.30833,5.45,
0.87677,6.30833,5.45,
0.885114,6.30833,5.45,
0.893444,6.30833,5.45,
0.901767,6.30833,5.45,
0.910101,6.30833,5.45,
0.918441,6.30833,5.45,
0.926781,6.30833,5.45,
0.935109,6.30833,5.45,
0.94344,6.30833,5.45,
0.951789,6.30833,5.45,
0.960108,6.30833,5.45,
0.968444,6.30833,5.45,
0.976814,6.30833,5.45,
0.985105,6.30833,5.45,
0.99345,6.30833,5.45,
1.00178,6.30833,5.45,
1.0101,6.30833,5.45,
1.01842,6.30833,5.45,
1.02679,6.30833,5.45,
1.03516,6.30833,5.45,
1.04349,6.30833,5.45,
1.05181,6.30833,5.45,
1.06012,6.30833,5.45,
1.06848,6.30833,5.45,
1.0768,6.30833,5.45,
1.08515,6.30833,5.45,
1.09346,6.30833,5.45,
1.10182,6.30833,5.45,
1.11013,6.30833,5.45,
1.11854,6.30833,5.45,
1.12684,6.30833,5.45,
1.13519,6.30833,5.45,
1.14352,6.30833,5.45,
1.15187,6.30833,5.45,
1.16019,6.30833,5.45,
1.16854,6.30833,5.45,
1.17686,6.30833,5.45,
1.18523,6.30833,5.45,
1.19353,6.30833,5.45,
1.20188,6.30833,5.45,
1.2102,6.30833,5.45,
1.21855,6.30833,5.45,
1.22687,6.30833,5.45,
1.2352,6.30833,5.45,
1.24353,6.30833,5.45,
1.25187,6.30833,5.45,
1.2602,6.30833,5.45,
1.26856,6.30833,5.45,
1.27687,6.30833,5.45,
1.28522,6.30833,5.45,
1.29355,6.30833,5.45,
1.30188,6.30833,5.45,
1.31021,6.30833,5.45,
1.31857,6.30833,5.45,
1.32688,6.30833,5.45,
1.33523,6.30833,5.45,
1.34355,6.30833,5.45,
1.3519,6.30833,5.44167,
1.36024,6.31667,5.43333,
1.36857,6.31667,5.35833,
1.37689,6.325,5.34167,
1.38525,6.34167,5.125,
1.39357,6.35,5.05,
1.40192,6.4,4.78333,
1.41023,6.41667,4.68333,
1.41859,6.41667,4.46667,
1.4269,6.41667,4.40833,
1.43525,6.35833,4.15833,
1.44357,6.325,4.09167,
1.45194,6.20833,3.925,
1.46024,6.19167,3.9,
1.46861,6.1,3.83333,
1.4769,6.05,3.78333,
1.48529,5.7,3.58333,
1.49358,5.58333,3.55,
1.50196,5.21667,3.43333,
1.51024,5.11667,3.41667,
1.5186,4.85833,3.35,
1.5269,4.85833,3.35,
1.53524,4.85833,3.35,
1.54357,4.85833,3.35,
1.55195,4.85833,3.35,
1.56025,4.85833,3.35,
1.56861,4.85833,3.35,
1.57691,4.85833,3.35,
1.58527,4.85833,3.35,
1.59358,4.85833,3.35,
1.60195,4.85833,3.35,
1.61025,4.85833,3.35,
1.61859,4.85833,3.35,
1.62692,4.85833,3.35,
1.63525,4.85833,3.35,
1.64359,4.85833,3.35,
1.65191,4.85833,3.35,
1.6624,4.85833,3.35,
1.66857,4.85833,3.35,
1.67692,4.85833,3.35,
1.68526,4.85833,3.35,
1.69359,4.85833,3.35,
1.70192,4.85833,3.35,
1.71026,4.85833,3.35,
1.71855,4.85833,3.35,
1.72692,4.85833,3.35,
1.73527,4.85833,3.35,
1.7436,4.85833,3.35,
1.75193,4.85833,3.35,
1.76025,4.85833,3.35,
1.76855,4.85833,3.35,
1.77686,4.85833,3.35,
1.7852,4.85833,3.35,
1.79353,4.85833,3.35,
1.80188,4.85833,3.35,
1.81024,4.85833,3.35,
1.81861,4.85833,3.35,
1.82693,4.85833,3.35,
1.83526,4.85833,3.35,
1.84361,4.85833,3.35,
1.85195,4.85833,3.35,
1.86027,4.85833,3.35,
1.86862,4.85833,3.35,
1.87693,4.85833,3.35,
1.88527,4.85833,3.35,
1.8936,4.85833,3.35,
1.90194,4.85833,3.35,
1.91027,4.85833,3.35,
1.91863,4.85833,3.35,
1.92695,4.85833,3.35,
1.9353,4.85833,3.35,
1.94362,4.85833,3.35,
1.95199,4.85833,3.35,
1.96028,4.85833,3.35,
1.96864,4.85833,3.35,
1.97695,4.85833,3.35,
1.98533,4.85833,3.35,
1.99363,4.85833,3.35,
2.00199,4.85833,3.35,
2.01029,4.85833,3.35,
2.01867,4.85833,3.35,
2.02695,4.85833,3.35,
2.0353,4.85833,3.35,
2.04363,4.85833,3.35,
2.05198,4.85833,3.35,
2.06033,4.85833,3.35,
2.06863,4.85833,3.35,
2.07696,4.85833,3.35,
2.0853,4.85833,3.35,
2.09363,4.85833,3.35,
2.10198,4.85833,3.35,
2.1103,4.85833,3.35,
2.11864,4.85833,3.35,
2.12696,4.85833,3.35,
2.13537,4.85833,3.35,
2.14363,4.85833,3.35,
2.152,4.85833,3.35,
2.16032,4.85833,3.35,
2.16866,4.85833,3.35,
2.17697,4.85833,3.35,
2.18534,4.85833,3.35,
2.19364,4.85833,3.35,
2.20199,4.85833,3.35,
2.21032,4.85833,3.35,
2.21869,4.85833,3.35,
2.22698,4.85833,3.35,
2.23534,4.85833,3.35,
2.24365,4.85833,3.35,
2.25199,4.85833,3.35,
2.26034,4.85833,3.35,
2.26868,4.85833,3.35,
2.27698,4.85833,3.35,
2.28539,4.85833,3.35,
2.29366,4.85833,3.35,
2.30202,4.85833,3.35,
2.31034,4.85833,3.35,
2.31869,4.85833,3.35,
2.32699,4.85833,3.35,
2.33538,4.85833,3.35,
2.34367,4.85833,3.35,
2.35203,4.85833,3.35,
2.36035,4.85833,3.35,
2.36868,4.85833,3.35,
2.377,4.85833,3.35,
2.38537,4.85833,3.35,
2.39367,4.85833,3.35,
2.40204,4.85833,3.35,
2.41035,4.85833,3.35,
2.41869,4.85833,3.35,
2.42701,4.85833,3.35,
2.43538,4.85833,3.35,
2.44367,4.85833,3.35,
2.45201,4.85833,3.35,
2.46036,4.85833,3.35,
2.46924,4.85833,3.35,
2.47706,4.85833,3.35,
2.48539,4.85833,3.35,
2.49367,4.85833,3.35,
2.50202,4.85833,3.35,
2.51036,4.85833,3.35,
2.5187,4.85833,3.35,
2.52702,4.85833,3.35,
2.53537,4.85833,3.35,
2.5437,6.03333,1.89167,
2.55203,6.075,1.89167,
2.56037,6.09167,1.89167,
2.56873,6.13333,1.89167,
2.57703,6.15,1.89167,
2.58542,6.19167,1.88333,
2.59369,6.2,1.875,
2.60209,6.25,1.86667,
2.61037,6.26667,1.85833,
2.61869,6.325,1.84167,
2.62703,6.36667,1.825,
2.63559,6.4,1.80833,
2.64372,6.425,1.8,
2.6521,6.46667,1.78333,
2.66043,6.48333,1.775,
2.66877,6.55,1.74167,
2.67707,6.55,1.74167,
2.68542,6.60833,1.725,
2.69371,6.625,1.71667,
2.70204,6.675,1.69167,
2.7104,6.71667,1.68333,
2.71874,6.74167,1.675,
2.72704,6.75833,1.66667,
2.73544,6.80833,1.65833,
2.74372,6.825,1.65,
2.75209,6.86667,1.64167,
2.76041,6.875,1.63333,
2.76874,6.95,1.61667,
2.77705,6.96667,1.61667,
2.78539,6.98333,1.61667,
2.79372,7,1.6,
2.80207,7.025,1.59167,
2.8104,7.03333,1.58333,
2.81873,7.06667,1.575,
2.82706,7.075,1.575,
2.83542,7.1,1.575,
2.84371,7.11667,1.56667,
2.85206,7.15,1.55833,
2.8604,7.16667,1.55,
2.86874,7.20833,1.54167,
2.87705,7.20833,1.54167,
2.88541,7.25,1.54167,
2.89375,7.25833,1.54167,
2.90205,7.29167,1.54167,
2.9104,7.30833,1.54167,
2.91875,7.34167,1.54167,
2.92706,7.36667,1.54167,
2.93541,7.4,1.54167,
2.94371,7.40833,1.54167,
2.95208,7.43333,1.54167,
2.96041,7.44167,1.54167,
2.96876,7.45833,1.54167,
2.97709,7.46667,1.54167,
2.98547,7.50833,1.54167,
2.99378,7.54167,1.54167,
3.00209,7.6,1.56667,
3.01043,7.61667,1.56667,
3.0188,7.675,1.58333,
3.0271,7.69167,1.58333,
3.03543,7.76667,1.59167,
3.04376,7.78333,1.59167,
3.05212,7.85,1.6,
3.06042,7.86667,1.60833,
3.0688,7.91667,1.625,
3.07709,7.93333,1.625,
3.08544,7.95833,1.63333,
3.09377,7.96667,1.63333,
3.10213,8,1.63333,
3.11044,8.00833,1.63333,
3.11879,8.04167,1.63333,
3.12711,8.05,1.63333,
3.13546,8.08333,1.63333,
3.14377,8.09167,1.63333,
3.15212,8.125,1.63333,
3.16045,8.14167,1.63333,
3.16881,8.425,1.63333,
3.17711,8.50833,1.63333,
3.18547,8.64167,1.63333,
3.19376,8.64167,1.63333,
3.20216,8.64167,1.63333,
3.21044,8.64167,1.63333,
3.21878,8.64167,1.63333,
3.22709,8.64167,1.63333,
3.23545,8.64167,1.63333,
3.24377,8.64167,1.63333,
3.25216,8.64167,1.63333,
3.26044,8.64167,1.63333,
3.2688,8.64167,1.63333,
3.27712,8.64167,1.63333,
3.28547,8.64167,1.63333,
3.29378,8.64167,1.63333,
3.30211,8.64167,1.63333,
3.31039,8.64167,1.63333,
3.31873,8.64167,1.63333,
3.32705,8.64167,1.63333,
3.33541,8.64167,1.63333,
3.34377,8.64167,1.63333,
3.35218,8.64167,1.63333,
3.36045,8.64167,1.63333,
3.36885,8.64167,1.63333,
3.37712,8.64167,1.63333,
3.38546,8.64167,1.63333,
3.39382,8.64167,1.63333,
3.40217,8.64167,1.63333,
3.41047,8.64167,1.63333,
3.41881,8.64167,1.63333,
3.42714,8.64167,1.63333,
3.43548,8.64167,1.63333,
3.4438,8.64167,1.63333,
3.45213,8.64167,1.63333,
3.46045,8.64167,1.63333,
3.46886,8.64167,1.63333,
3.47714,8.64167,1.63333,
3.48552,8.64167,1.63333,
3.49382,8.64167,1.63333,
3.5022,8.64167,1.63333,
3.51048,8.64167,1.63333,
3.51883,8.64167,1.63333,
3.52718,8.64167,1.63333,
3.53554,8.64167,1.63333,
3.54385,8.64167,1.63333,
3.55223,8.64167,1.63333,
3.56052,8.64167,1.63333,
3.5689,8.64167,1.63333,
3.57719,8.64167,1.63333,
3.58556,8.64167,1.63333,
3.59385,8.64167,1.63333,
3.60292,8.64167,1.63333,
3.61051,8.64167,1.63333,
3.61885,8.64167,1.63333,
3.62718,8.64167,1.63333,
3.63556,8.64167,1.63333,
3.64385,8.64167,1.63333,
3.6528,8.64167,1.63333,
3.66051,8.64167,1.63333,
3.66884,8.64167,1.63333,
3.67717,8.64167,1.63333,
3.68554,9.95833,3.275,
3.69388,9.98333,3.34167,
3.70226,10,3.4,
3.71055,10,3.44167,
3.71891,10,3.46667,
3.72721,10.0083,3.48333,
3.73555,10.0083,3.50833,
3.74387,10.0083,3.53333,
3.75283,10.0167,3.56667,
3.76052,10.0167,3.625,
3.76888,10.0167,3.64167,
3.7772,10.0167,3.65833,
3.78554,10.0333,3.73333,
3.79388,10.0333,3.775,
3.80226,10.0333,3.80833,
3.81055,10.0333,3.84167,
3.81892,10.0333,3.925,
3.82721,10.0333,3.95833,
3.83555,10.0333,4.13333,
3.84388,10.025,4.225,
3.85226,10.0083,4.35,
3.86055,9.99167,4.46667,
3.86893,9.99167,4.5,
3.87722,9.975,4.60833,
3.88557,9.95,4.675,
3.89388,9.93333,4.76667,
3.90225,9.90833,4.85833,
3.91055,9.88333,4.94167,
3.91894,9.85833,5.03333,
3.92722,9.79167,5.20833,
3.93559,9.79167,5.20833,
3.94388,9.79167,5.20833,
3.95226,9.79167,5.20833,
3.96057,9.79167,5.20833,
3.9689,9.79167,5.20833,
3.97721,9.79167,5.20833,
3.98561,9.79167,5.20833,
3.99389,9.79167,5.20833,
4.00223,9.79167,5.20833,
4.01057,9.79167,5.20833,
4.01894,9.79167,5.20833,
4.02724,9.79167,5.20833,
4.03557,9.79167,5.20833,
4.0439,9.79167,5.20833,
4.05285,9.79167,5.20833,
4.06062,9.79167,5.20833,
4.06895,9.79167,5.20833,
4.07725,9.79167,5.20833,
4.08562,9.79167,5.20833,
4.09391,9.79167,5.20833,
4.10228,9.79167,5.20833,
4.11058,9.79167,5.20833,
4.11892,9.79167,5.20833,
4.12722,9.79167,5.20833,
4.13558,9.79167,5.20833,
4.14391,9.79167,5.20833,
4.15229,9.79167,5.20833,
4.16059,9.79167,5.20833,
4.16896,9.79167,5.20833,
4.17725,9.79167,5.20833,
4.1856,9.79167,5.20833,
4.19393,9.79167,5.20833,
4.20226,9.79167,5.20833,
4.21058,9.79167,5.20833,
4.21892,9.79167,5.20833,
4.22726,9.79167,5.20833,
4.23559,9.79167,5.20833,
4.24393,9.79167,5.20833,
4.25226,9.79167,5.20833,
4.2606,9.79167,5.20833,
4.26897,9.79167,5.20833,
4.27724,9.79167,5.20833,
4.28565,9.79167,5.20833,
4.29392,6.275,6.23333,
4.30227,6.25833,6.2,
4.3106,6.225,6.16667,
4.31898,6.20833,6.13333,
4.32728,6.16667,6.06667,
4.33565,6.125,6.04167,
4.34394,6.10833,6,
4.35233,6.09167,5.925,
4.36062,6.025,5.85833,
4.36899,5.99167,5.78333,
4.37729,5.95833,5.725,
4.38566,5.93333,5.68333,
4.39395,5.89167,5.59167,
4.40234,5.85833,5.53333,
4.41064,5.83333,5.5,
4.41897,5.79167,5.4,
4.42727,5.79167,5.4,
4.43567,5.69167,5.175,
4.44396,5.65,5.05833,
4.45234,5.60833,4.94167,
4.46063,5.59167,4.88333,
4.46897,5.55,4.75,
4.47728,5.55,4.75,
4.48567,5.54167,4.64167,
4.49397,5.54167,4.55833,
4.50236,5.54167,4.43333,
4.51064,5.54167,4.31667,
4.51896,5.54167,4.26667,
4.5273,5.54167,4.15,
4.53563,5.54167,3.93333,
4.54398,5.54167,3.85833,
4.55236,5.54167,3.75,
4.56062,5.55833,3.64167,
4.56897,5.6,3.45833,
4.5773,5.6,3.45833,
4.58564,5.675,3.26667,
4.59398,5.70833,3.175,
4.60232,5.76667,3.05833,
4.61065,5.825,2.975,
4.61902,5.89167,2.875,
4.6273,5.96667,2.775,
4.63564,6.05833,2.66667,
4.64398,6.2,2.50833,
4.65233,6.26667,2.425,
4.66065,6.35833,2.34167,
4.66898,6.44167,2.23333,
4.67735,6.53333,2.15,
4.68565,6.61667,2.05833,
4.69399,6.70833,1.95833,
4.70234,6.8,1.86667,
4.71066,6.95,1.73333,
4.719,7.05833,1.64167,
4.72733,7.16667,1.55,
4.73566,7.25833,1.45833,
4.74399,7.33333,1.40833,
4.75233,7.33333,1.40833,
4.76064,7.33333,1.40833,
4.76899,7.33333,1.40833,
4.77734,7.33333,1.40833,
4.78565,7.33333,1.40833,
4.79399,7.33333,1.40833,
4.80239,7.33333,1.40833,
4.81066,7.33333,1.40833,
4.81903,7.33333,1.40833,
4.82735,7.33333,1.40833,
4.83563,7.33333,1.40833,
4.84396,7.33333,1.40833,
4.85227,7.33333,1.40833,
4.86061,7.33333,1.40833,
4.86894,7.33333,1.40833,
4.87729,7.33333,1.40833,
4.88568,7.33333,1.40833,
4.89402,7.33333,1.40833,
4.9024,7.33333,1.40833,
4.91071,7.33333,1.40833,
4.91903,7.33333,1.40833,
4.92736,7.33333,1.40833,
4.9357,7.33333,1.40833,
4.944,7.33333,1.40833,
4.95236,7.33333,1.40833,
4.96068,7.33333,1.40833,
4.96903,7.33333,1.40833,
4.97736,7.33333,1.40833,
4.98571,7.33333,1.40833,
4.99401,7.33333,1.40833,
5.00241,7.33333,1.40833,
5.01068,7.33333,1.40833,
5.01904,7.33333,1.40833,
5.02738,7.33333,1.40833,
5.03575,7.33333,1.40833,
5.04402,7.33333,1.40833,
5.05243,7.33333,1.40833,
5.06071,7.33333,1.40833,
5.06911,7.33333,1.40833,
5.07741,7.33333,1.40833,
5.08572,7.33333,1.40833,
5.09405,7.33333,1.40833,
5.10244,7.33333,1.40833,
5.11074,7.33333,1.40833,
5.1191,7.33333,1.40833,
5.1274,7.33333,1.40833,
5.13579,7.33333,1.40833,
5.14408,7.33333,1.40833,
5.15247,7.33333,1.40833,
5.16074,7.33333,1.40833,
5.16914,7.33333,1.40833,
5.1774,7.33333,1.40833,
5.18577,7.33333,1.40833,
5.19409,7.33333,1.40833,
5.20247,7.33333,1.40833,
5.2108,7.33333,1.40833,
5.21909,7.33333,1.40833,
5.22741,7.33333,1.40833,
5.23715,7.33333,1.40833,
5.24432,7.33333,1.40833,
5.25265,7.33333,1.40833,
5.26096,7.33333,1.40833,
5.26932,7.33333,1.40833,
5.27762,7.33333,1.40833,
5.28602,7.33333,1.40833,
5.29427,7.33333,1.40833,
5.30322,7.33333,1.40833,
5.31133,7.33333,1.40833,
5.3197,7.33333,1.40833,
5.32798,7.33333,1.40833,
5.33633,7.33333,1.40833,
5.34467,7.33333,1.40833,
5.35304,7.33333,1.40833,
5.36135,7.33333,1.40833,
5.36972,7.33333,1.40833,
5.37797,7.33333,1.40833,
5.38635,7.33333,1.40833,
5.3947,7.33333,1.40833,
5.403,7.33333,1.40833,
5.41133,7.33333,1.40833,
5.41966,7.33333,1.40833,
5.428,7.33333,1.40833,
5.43641,7.33333,1.40833,
5.44467,7.33333,1.40833,
5.45305,7.33333,1.40833,
5.46136,7.33333,1.40833,
5.4697,7.33333,1.40833,
5.47799,7.33333,1.40833,
5.48635,7.33333,1.40833,
5.49465,7.33333,1.40833,
5.503,7.33333,1.40833,
5.51136,7.33333,1.40833,
5.51968,7.33333,1.40833,
5.52799,7.33333,1.40833,
5.53641,7.33333,1.40833,
5.54467,7.33333,1.40833,
5.55301,7.33333,1.40833,
5.56137,7.33333,1.40833,
5.56968,7.33333,1.40833,
5.57801,7.33333,1.40833,
5.58665,7.33333,1.40833,
5.59475,7.33333,1.40833,
5.60308,7.33333,1.40833,
5.61164,7.33333,1.40833,
5.61974,7.33333,1.40833,
5.62806,7.33333,1.40833,
5.63642,7.33333,1.40833,
5.64475,7.33333,1.40833,
5.65309,7.33333,1.40833,
5.66141,7.33333,1.40833,
5.66976,7.33333,1.40833,
5.67807,7.33333,1.40833,
5.68642,7.33333,1.40833,
5.69475,7.33333,1.40833,
5.70309,7.33333,1.40833,
5.71142,7.33333,1.40833,
5.71975,7.33333,1.40833,
5.72807,7.33333,1.40833,
5.73747,7.33333,1.40833,
5.74657,7.33333,1.40833,
5.75311,7.33333,1.40833,
5.76145,7.33333,1.40833,
5.7698,7.33333,1.40833,
5.77812,7.33333,1.40833,
5.78647,7.33333,1.40833,
5.79478,7.33333,1.40833,
5.80493,7.33333,1.40833,
5.81247,7.33333,1.40833,
5.82043,7.33333,1.40833,
5.82877,7.33333,1.40833,
5.83715,7.33333,1.40833,
5.8454,7.33333,1.40833,
5.85373,7.33333,1.40833,
5.86206,7.33333,1.40833,
5.8704,7.33333,1.40833,
5.87873,7.33333,1.40833,
5.88712,7.33333,1.40833,
5.89543,7.33333,1.40833,
5.90378,7.33333,1.40833,
5.91212,7.33333,1.40833,
5.92049,7.33333,1.40833,
5.92878,7.33333,1.40833,
5.93713,7.33333,1.40833,
5.94545,7.33333,1.40833,
5.95379,7.33333,1.40833,
5.96211,7.33333,1.40833,
5.9705,7.33333,1.40833,
5.97878,7.33333,1.40833,
5.98717,7.33333,1.40833,
5.99546,7.33333,1.40833,
6.00383,7.33333,1.40833,
6.01213,7.33333,1.40833,
6.02046,7.33333,1.40833,
6.02879,7.33333,1.40833,
6.03717,7.33333,1.40833,
6.04546,7.33333,1.40833,
6.05384,7.33333,1.40833,
6.06215,7.33333,1.40833,
6.07051,7.33333,1.40833,
6.0788,7.33333,1.40833,
6.08717,7.33333,1.40833,
6.09547,7.33333,1.40833,
6.10384,7.33333,1.40833,
6.11213,7.33333,1.40833,
6.12049,7.33333,1.40833,
6.12879,7.33333,1.40833,
6.13718,7.33333,1.40833,
6.14549,7.33333,1.40833,
6.15385,7.33333,1.40833,
6.16214,7.33333,1.40833,
6.17052,7.33333,1.40833,
6.17881,7.33333,1.40833,
6.18715,7.33333,1.40833,
6.19549,7.33333,1.40833,
6.20387,7.33333,1.40833,
6.21216,7.33333,1.40833,
6.2205,7.33333,1.40833,
6.22882,7.33333,1.40833,
6.23718,7.33333,1.40833,
6.24549,7.33333,1.40833,
6.25383,7.33333,1.40833,
6.26215,7.33333,1.40833,
6.27053,7.33333,1.40833,
6.27883,7.33333,1.40833,
6.28716,7.33333,1.40833,
6.29548,7.33333,1.40833,
6.30387,7.33333,1.40833,
6.31214,7.33333,1.40833,
6.32053,7.33333,1.40833,
6.32882,7.33333,1.40833,
6.33721,7.33333,1.40833,
6.34549,7.33333,1.40833,
6.35388,7.33333,1.40833,
6.36217,7.33333,1.40833,
6.3705,7.33333,1.40833,
6.3788,7.33333,1.40833,
6.38711,7.33333,1.40833,
6.39544,7.33333,1.40833,
6.40378,7.33333,1.40833,
6.41211,7.33333,1.40833,
6.42051,7.33333,1.40833,
6.4288,7.33333,1.40833,
6.43721,7.33333,1.40833,
6.44549,7.33333,1.40833,
6.45389,7.33333,1.40833,
6.46218,7.33333,1.40833,
6.47055,7.33333,1.40833,
6.47885,7.33333,1.40833,
6.48722,7.33333,1.40833,
6.49552,7.33333,1.40833,
6.5039,7.33333,1.40833,
6.51218,7.33333,1.40833,
6.52052,7.33333,1.40833,
6.52885,7.33333,1.40833,
6.53723,7.33333,1.40833,
6.54553,7.33333,1.40833,
6.55391,7.33333,1.40833,
